state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Telangana,Suryapet,505325,12,1,13
Telangana,Suryapet,505331,1,0,1
Telangana,Suryapet,508111,187,4,191
Telangana,Suryapet,508201,541,417,958
Telangana,Suryapet,508204,1310,1653,2963
Telangana,Suryapet,508206,1454,3352,4806
Telangana,Suryapet,508212,351,307,658
Telangana,Suryapet,508213,1354,1151,2505
Telangana,Suryapet,508214,0,1,1
Telangana,Suryapet,508218,604,604,1208
Telangana,Suryapet,508221,536,359,895
Telangana,Suryapet,508222,217,167,384
Telangana,Suryapet,508223,240,256,496
Telangana,Suryapet,508224,4,8,12
Telangana,Suryapet,508233,439,741,1180
Telangana,Suryapet,508234,238,397,635
Telangana,Suryapet,508238,81,168,249
Telangana,Suryapet,508246,855,753,1608
Telangana,Suryapet,508279,156,256,412
Telangana,Suryapet,508280,332,389,721
Telangana,Suryapet,508355,6,3,9
Telangana,Suryapet,508376,97,91,188
Telangana,Vikarabad,501101,1136,621,1757
Telangana,Vikarabad,501102,2,1,3
Telangana,Vikarabad,501106,593,389,982
Telangana,Vikarabad,501111,97,70,167
Telangana,Vikarabad,501121,288,218,506
Telangana,Vikarabad,501141,507,764,1271
Telangana,Vikarabad,501142,641,347,988
Telangana,Vikarabad,501143,426,380,806
Telangana,Vikarabad,501144,308,365,673
Telangana,Vikarabad,501158,13,34,47
Telangana,Vikarabad,501202,671,252,923
Telangana,Vikarabad,501203,26,11,37
Telangana,Vikarabad,501501,788,590,1378
Telangana,Vikarabad,501502,492,398,890
Telangana,Vikarabad,501503,26,9,35
Telangana,Vikarabad,502210,2,7,9
Telangana,Vikarabad,502321,2,2,4
Telangana,Vikarabad,502345,22,6,28
Telangana,Vikarabad,504296,1,0,1
Telangana,Vikarabad,504299,5,1,6
Telangana,Vikarabad,509335,391,375,766
Telangana,Vikarabad,509336,339,325,664
Telangana,Vikarabad,509338,616,645,1261
Telangana,Vikarabad,509339,25,7,32
Telangana,Vikarabad,509340,180,92,272
Telangana,Vikarabad,509350,390,327,717
Telangana,Wanaparthy,509103,1036,750,1786
Telangana,Wanaparthy,509104,715,1010,1725
Telangana,Wanaparthy,509105,169,378,547
Telangana,Wanaparthy,509110,224,547,771
Telangana,Wanaparthy,509120,571,644,1215
Telangana,Wanaparthy,509130,172,232,404
Telangana,Wanaparthy,509131,304,281,585
Telangana,Wanaparthy,509203,2,13,15
Telangana,Wanaparthy,509206,503,596,1099
Telangana,Wanaparthy,509235,32,22,54
Telangana,Wanaparthy,509380,301,211,512
Telangana,Wanaparthy,509381,553,518,1071
Telangana,Wanaparthy,509382,111,79,190
Telangana,Warangal,506001,2037,1076,3113
Telangana,Warangal,506002,2796,1433,4229
Telangana,Warangal,506003,1003,405,1408
Telangana,Warangal,506004,261,109,370
Telangana,Warangal,506005,524,340,864
Telangana,Warangal,506006,768,590,1358
Telangana,Warangal,506007,66,43,109
Telangana,Warangal,506009,320,248,568
Telangana,Warangal,506011,20,9,29
Telangana,Warangal,506013,282,155,437
Telangana,Warangal,506015,398,258,656
Telangana,Warangal,506101,4106,1899,6005
Telangana,Warangal,506104,1122,564,1686
Telangana,Warangal,506105,1079,553,1632
Telangana,Warangal,506112,1377,605,1982
Telangana,Warangal,506122,1243,847,2090
Telangana,Warangal,506132,1947,1146,3093
Telangana,Warangal,506134,711,284,995
Telangana,Warangal,506135,1087,378,1465
Telangana,Warangal,506142,671,275,946
Telangana,Warangal,506143,523,147,670
Telangana,Warangal,506144,172,74,246
Telangana,Warangal,506145,373,309,682
Telangana,Warangal,506151,273,116,389
Telangana,Warangal,506163,967,430,1397
Telangana,Warangal,506164,1002,530,1532
Telangana,Warangal,506165,565,252,817
Telangana,Warangal,506166,18,8,26
Telangana,Warangal,506167,1108,588,1696
Telangana,Warangal,506168,411,241,652
Telangana,Warangal,506169,834,716,1550
Telangana,Warangal,506172,828,310,1138
Telangana,Warangal,506201,374,296,670
Telangana,Warangal,506221,720,1098,1818
Telangana,Warangal,506222,800,1773,2573
Telangana,Warangal,506223,1492,1745,3237
Telangana,Warangal,506224,482,653,1135
Telangana,Warangal,506244,1635,1493,3128
Telangana,Warangal,506252,868,886,1754
Telangana,Warangal,506301,192,89,281
Telangana,Warangal,506302,621,692,1313
Telangana,Warangal,506303,466,317,783
Telangana,Warangal,506310,478,297,775
Telangana,Warangal,506313,454,135,589
Telangana,Warangal,506314,481,232,713
Telangana,Warangal,506315,1582,1644,3226
Telangana,Warangal,506316,492,394,886
Telangana,Warangal,506317,568,667,1235
Telangana,Warangal,506318,236,307,543
Telangana,Warangal,506319,231,139,370
Telangana,Warangal,506324,1445,1257,2702
Telangana,Warangal,506330,562,338,900
Telangana,Warangal,506331,845,559,1404
Telangana,Warangal,506332,676,366,1042
Telangana,Warangal,506342,429,285,714
Telangana,Warangal,506343,532,273,805
Telangana,Warangal,506344,244,151,395
Telangana,Warangal,506345,400,243,643
Telangana,Warangal,506347,132,138,270
Telangana,Warangal,506348,630,246,876
Telangana,Warangal,506349,962,699,1661
Telangana,Warangal,506352,351,184,535
Telangana,Warangal,506355,588,490,1078
Telangana,Warangal,506356,483,264,747
Telangana,Warangal,506365,423,621,1044
Telangana,Warangal,506366,471,213,684
Telangana,Warangal,506367,666,897,1563
Telangana,Warangal,506368,1051,1057,2108
Telangana,Warangal,506369,325,326,651
Telangana,Warangal,506370,311,184,495
Telangana,Warangal,506371,427,211,638
Telangana,Warangal,506381,972,342,1314
Telangana,Warangal,506391,316,166,482
Telangana,Warangal (Urban),505101,1,0,1
Telangana,Warangal (Urban),505102,0,2,2
Telangana,Warangal (Urban),505476,3,4,7
Telangana,Warangal (Urban),505498,0,1,1
Telangana,Warangal Rural,506005,54,53,107
Telangana,Warangal Rural,506006,125,227,352
Telangana,Warangal Rural,506112,21,7,28
Telangana,Warangal Rural,506122,362,315,677
Telangana,Warangal Rural,506132,155,130,285
Telangana,Warangal Rural,506134,51,19,70
Telangana,Warangal Rural,506163,14,12,26
Telangana,Warangal Rural,506164,321,162,483
Telangana,Warangal Rural,506310,175,158,333
Telangana,Warangal Rural,506313,278,295,573
Telangana,Warangal Rural,506314,374,478,852
Telangana,Warangal Rural,506316,34,24,58
Telangana,Warangal Rural,506319,71,27,98
Telangana,Warangal Rural,506330,361,427,788
Telangana,Warangal Rural,506331,365,452,817
Telangana,Warangal Rural,506332,212,96,308
Telangana,Warangal Rural,506342,271,127,398
Telangana,Warangal Rural,506349,264,296,560
Telangana,Warangal Rural,506365,79,58,137
Telangana,Warangal Rural,506369,59,48,107
Telangana,Warangal Rural,506391,90,22,112
Telangana,Warangal Urban,505101,21,5,26
Telangana,Warangal Urban,505102,155,84,239
Telangana,Warangal Urban,505122,3,1,4
Telangana,Warangal Urban,505466,2,0,2
Telangana,Warangal Urban,505471,55,20,75
Telangana,Warangal Urban,505480,6,1,7
Telangana,Warangal Urban,505497,62,6,68
Telangana,Warangal Urban,506001,832,529,1361
Telangana,Warangal Urban,506002,1454,1832,3286
Telangana,Warangal Urban,506003,375,166,541
Telangana,Warangal Urban,506004,47,18,65
Telangana,Warangal Urban,506005,223,267,490
Telangana,Warangal Urban,506006,295,336,631
Telangana,Warangal Urban,506007,32,32,64
Telangana,Warangal Urban,506009,108,61,169
Telangana,Warangal Urban,506011,12,7,19
Telangana,Warangal Urban,506013,205,160,365
Telangana,Warangal Urban,506015,191,141,332
Telangana,Warangal Urban,506142,183,69,252
Telangana,Warangal Urban,506144,7,0,7
Telangana,Warangal Urban,506145,15,2,17
Telangana,Warangal Urban,506151,60,15,75
Telangana,Warangal Urban,506166,10,19,29
Telangana,Warangal Urban,506370,130,59,189
Telangana,Warangal Urban,506371,160,110,270
Telangana,Yadadri.,508101,603,302,905
Telangana,Yadadri.,508105,290,187,477
Telangana,Yadadri.,508111,178,323,501
Telangana,Yadadri.,508112,570,265,835
Telangana,Yadadri.,508113,659,389,1048
Telangana,Yadadri.,508115,269,253,522
Telangana,Yadadri.,508116,960,679,1639
Telangana,Yadadri.,508126,481,359,840
Telangana,Yadadri.,508223,49,32,81
Telangana,Yadadri.,508252,1049,970,2019
Telangana,Yadadri.,508253,507,990,1497
Telangana,Yadadri.,508277,547,487,1034
Telangana,Yadadri.,508284,135,215,350
Telangana,Yadadri.,508285,305,195,500
Telangana,Yadadri.,508286,245,181,426
Tripura,Dhalai,799204,915,330,1245
Tripura,Dhalai,799263,14,1,15
Tripura,Dhalai,799264,668,699,1367
Tripura,Dhalai,799271,2,0,2
Tripura,Dhalai,799273,3628,3526,7154
Tripura,Dhalai,799275,2834,2037,4871
Tripura,Dhalai,799278,1280,686,1966
Tripura,Dhalai,799284,3353,1903,5256
Tripura,Dhalai,799285,1923,1076,2999
Tripura,Dhalai,799286,1804,1122,2926
Tripura,Dhalai,799287,1145,524,1669
Tripura,Dhalai,799288,338,344,682
Tripura,Dhalai,799289,3039,1777,4816
Tripura,Dhalai  *,799204,174,411,585
Tripura,Dhalai  *,799273,13,26,39
Tripura,Dhalai  *,799275,5,4,9
Tripura,Dhalai  *,799285,1,1,2
Tripura,Dhalai  *,799287,0,1,1
Tripura,Dhalai  *,799289,4,7,11
Tripura,Gomati,799013,810,341,1151
Tripura,Gomati,799101,2248,521,2769
Tripura,Gomati,799104,1538,247,1785
Tripura,Gomati,799105,1417,502,1919
Tripura,Gomati,799114,2613,656,3269
Tripura,Gomati,799115,6,0,6
Tripura,Gomati,799116,1977,417,2394
Tripura,Gomati,799120,827,176,1003
Tripura,Gomati,799125,321,85,406
Tripura,Khowai,799201,1756,615,2371
Tripura,Khowai,799202,181,70,251
Tripura,Khowai,799203,1537,510,2047
Tripura,Khowai,799205,2290,537,2827
Tripura,Khowai,799207,1265,405,1670
Tripura,North Tripura,799250,1256,593,1849
Tripura,North Tripura,799251,2367,1415,3782
Tripura,North Tripura,799253,1544,1138,2682
Tripura,North Tripura,799254,927,785,1712
Tripura,North Tripura,799256,1344,816,2160
Tripura,North Tripura,799260,3285,1311,4596
Tripura,North Tripura,799261,2768,2655,5423
Tripura,North Tripura,799262,1550,1280,2830
Tripura,North Tripura,799263,568,1965,2533
Tripura,North Tripura,799264,289,1633,1922
Tripura,North Tripura,799265,1,5,6
Tripura,North Tripura,799269,541,498,1039
Tripura,North Tripura,799270,2794,1806,4600
Tripura,North Tripura,799271,2278,1661,3939
Tripura,North Tripura,799277,529,1948,2477
Tripura,North Tripura,799279,174,631,805
Tripura,North Tripura,799280,264,1099,1363
Tripura,North Tripura,799281,347,1160,1507
Tripura,North Tripura,799288,81,468,549
Tripura,North Tripura,799290,270,1454,1724
Tripura,Sepahijala,799100,889,196,1085
Tripura,Sepahijala,799102,4999,1856,6855
Tripura,Sepahijala,799103,2020,1081,3101
Tripura,Sepahijala,799105,174,109,283
Tripura,Sepahijala,799115,1926,968,2894
Tripura,Sepahijala,799130,243,175,418
Tripura,Sepahijala,799131,3503,1483,4986
Tripura,Sepahijala,799153,2,1,3
Tripura,South Tripura,799013,239,699,938
Tripura,South Tripura,799045,10,0,10
Tripura,South Tripura,799101,2270,3514,5784
Tripura,South Tripura,799103,2,1,3
Tripura,South Tripura,799104,1294,2189,3483
Tripura,South Tripura,799105,389,981,1370
Tripura,South Tripura,799108,141,268,409
Tripura,South Tripura,799114,545,1411,1956
Tripura,South Tripura,799116,600,1463,2063
Tripura,South Tripura,799120,176,339,515
Tripura,South Tripura,799125,824,1137,1961
Tripura,South Tripura,799141,1956,2570,4526
Tripura,South Tripura,799142,596,644,1240
Tripura,South Tripura,799143,3072,4675,7747
Tripura,South Tripura,799144,2137,2042,4179
Tripura,South Tripura,799145,2917,4174,7091
Tripura,South Tripura,799149,1,15,16
Tripura,South Tripura,799150,385,716,1101
Tripura,South Tripura,799153,578,1079,1657
Tripura,South Tripura,799155,3307,3835,7142
Tripura,South Tripura,799156,768,1042,1810
Tripura,South Tripura,799157,642,1756,2398
Tripura,South Tripura,799159,34,123,157
Tripura,Unakoti,799254,2,0,2
Tripura,Unakoti,799263,2394,444,2838
Tripura,Unakoti,799264,2097,687,2784
Tripura,Unakoti,799277,2128,743,2871
Tripura,Unakoti,799279,807,461,1268
Tripura,Unakoti,799280,990,317,1307
Tripura,Unakoti,799281,1592,690,2282
Tripura,Unakoti,799288,475,233,708
Tripura,Unakoti,799290,1214,459,1673
Tripura,West Tripura,799001,2411,2738,5149
Tripura,West Tripura,799002,1398,1451,2849
Tripura,West Tripura,799003,2971,3941,6912
Tripura,West Tripura,799004,3706,5934,9640
Tripura,West Tripura,799005,456,495,951
Tripura,West Tripura,799006,1239,1578,2817
Tripura,West Tripura,799007,328,495,823
Tripura,West Tripura,799008,1427,2586,4013
Tripura,West Tripura,799009,904,1095,1999
Tripura,West Tripura,799010,1,1,2
Tripura,West Tripura,799012,409,428,837
Tripura,West Tripura,799014,286,343,629
Tripura,West Tripura,799015,636,1009,1645
Tripura,West Tripura,799022,121,36,157
Tripura,West Tripura,799035,1703,2365,4068
Tripura,West Tripura,799045,2179,2330,4509
Tripura,West Tripura,799046,8,0,8
Tripura,West Tripura,799055,49,18,67
Tripura,West Tripura,799100,207,842,1049
Tripura,West Tripura,799102,1217,3943,5160
Tripura,West Tripura,799103,603,3351,3954
Tripura,West Tripura,799105,144,299,443
Tripura,West Tripura,799106,44,55,99
Tripura,West Tripura,799115,901,2272,3173
Tripura,West Tripura,799116,4,4,8
Tripura,West Tripura,799130,1184,1482,2666
Tripura,West Tripura,799131,0,2,2
Tripura,West Tripura,799132,51,124,175
Tripura,West Tripura,799153,0,5,5
Tripura,West Tripura,799181,782,1770,2552
Tripura,West Tripura,799201,1724,2692,4416
Tripura,West Tripura,799202,160,253,413
Tripura,West Tripura,799203,894,2360,3254
Tripura,West Tripura,799205,1546,2328,3874
Tripura,West Tripura,799207,939,1428,2367
Tripura,West Tripura,799210,1316,1650,2966
Tripura,West Tripura,799211,2997,3043,6040
Tripura,West Tripura,799212,1107,1320,2427
Tripura,West Tripura,799213,42,100,142
Uttar Pradesh,Agra,202412,1,0,1
Uttar Pradesh,Agra,209401,2,0,2
Uttar Pradesh,Agra,209821,2,1,3
Uttar Pradesh,Agra,212641,1,0,1
Uttar Pradesh,Agra,212653,1,0,1
Uttar Pradesh,Agra,224164,1,0,1
Uttar Pradesh,Agra,250611,2,0,2
Uttar Pradesh,Agra,282001,17725,12523,30248
Uttar Pradesh,Agra,282002,6042,5448,11490
Uttar Pradesh,Agra,282003,3036,2895,5931
Uttar Pradesh,Agra,282004,2453,2016,4469
Uttar Pradesh,Agra,282005,4429,4582,9011
Uttar Pradesh,Agra,282006,11793,7231,19024
Uttar Pradesh,Agra,282007,7616,6488,14104
Uttar Pradesh,Agra,282008,17,12,29
Uttar Pradesh,Agra,282009,4229,1910,6139
Uttar Pradesh,Agra,282010,5445,5052,10497
Uttar Pradesh,Agra,283101,5026,1766,6792
Uttar Pradesh,Agra,283102,3045,1885,4930
Uttar Pradesh,Agra,283104,5091,1758,6849
Uttar Pradesh,Agra,283105,2840,1678,4518
Uttar Pradesh,Agra,283110,6043,3319,9362
Uttar Pradesh,Agra,283111,9967,3215,13182
Uttar Pradesh,Agra,283112,2951,925,3876
Uttar Pradesh,Agra,283113,2886,895,3781
Uttar Pradesh,Agra,283114,4544,1911,6455
Uttar Pradesh,Agra,283115,3731,1493,5224
Uttar Pradesh,Agra,283119,3487,1172,4659
Uttar Pradesh,Agra,283121,3657,1323,4980
Uttar Pradesh,Agra,283122,2870,1287,4157
Uttar Pradesh,Agra,283123,4346,1669,6015
Uttar Pradesh,Agra,283124,4566,1624,6190
Uttar Pradesh,Agra,283125,9377,3051,12428
Uttar Pradesh,Agra,283126,4468,1497,5965
Uttar Pradesh,Agra,283201,7123,2717,9840
Uttar Pradesh,Agra,283202,3495,1397,4892
Uttar Pradesh,Aligarh,202001,37196,21726,58922
Uttar Pradesh,Aligarh,202002,9790,3591,13381
Uttar Pradesh,Aligarh,202121,3785,974,4759
Uttar Pradesh,Aligarh,202122,2799,888,3687
Uttar Pradesh,Aligarh,202123,3637,1119,4756
Uttar Pradesh,Aligarh,202124,4007,1428,5435
Uttar Pradesh,Aligarh,202125,5882,1365,7247
Uttar Pradesh,Aligarh,202126,2662,714,3376
Uttar Pradesh,Aligarh,202127,2695,958,3653
Uttar Pradesh,Aligarh,202128,1527,446,1973
Uttar Pradesh,Aligarh,202129,4648,1173,5821
Uttar Pradesh,Aligarh,202130,4274,1093,5367
Uttar Pradesh,Aligarh,202131,3258,1102,4360
Uttar Pradesh,Aligarh,202132,3250,1418,4668
Uttar Pradesh,Aligarh,202133,7657,2031,9688
Uttar Pradesh,Aligarh,202134,3543,801,4344
Uttar Pradesh,Aligarh,202135,2041,605,2646
Uttar Pradesh,Aligarh,202136,1575,583,2158
Uttar Pradesh,Aligarh,202137,3366,1188,4554
Uttar Pradesh,Aligarh,202138,3318,1146,4464
Uttar Pradesh,Aligarh,202139,11,8,19
Uttar Pradesh,Aligarh,202140,3343,1090,4433
Uttar Pradesh,Aligarh,202141,1950,826,2776
Uttar Pradesh,Aligarh,202142,1574,556,2130
Uttar Pradesh,Aligarh,202143,701,287,988
Uttar Pradesh,Aligarh,202145,3812,1311,5123
Uttar Pradesh,Aligarh,202150,2131,647,2778
Uttar Pradesh,Aligarh,202155,1988,908,2896
Uttar Pradesh,Aligarh,202165,3301,1210,4511
Uttar Pradesh,Aligarh,202170,1124,472,1596
Uttar Pradesh,Aligarh,202280,5776,1662,7438
Uttar Pradesh,Aligarh,202281,2942,838,3780
Uttar Pradesh,Aligarh,202282,2402,501,2903
Uttar Pradesh,Aligarh,204101,25,20,45
Uttar Pradesh,Aligarh,204212,1,0,1
Uttar Pradesh,Aligarh,204213,678,136,814
Uttar Pradesh,Aligarh,204215,925,320,1245
Uttar Pradesh,Aligarh,204216,566,199,765
Uttar Pradesh,Allahabad,210010,1,0,1
Uttar Pradesh,Allahabad,211001,1746,2068,3814
Uttar Pradesh,Allahabad,211002,2015,2161,4176
Uttar Pradesh,Allahabad,211003,6800,5994,12794
Uttar Pradesh,Allahabad,211004,1539,1724,3263
Uttar Pradesh,Allahabad,211005,0,1,1
Uttar Pradesh,Allahabad,211006,2057,1798,3855
Uttar Pradesh,Allahabad,211007,697,398,1095
Uttar Pradesh,Allahabad,211008,5559,3267,8826
Uttar Pradesh,Allahabad,211009,8,8,16
Uttar Pradesh,Allahabad,211010,847,457,1304
Uttar Pradesh,Allahabad,211011,2613,2629,5242
Uttar Pradesh,Allahabad,211012,3190,2135,5325
Uttar Pradesh,Allahabad,211013,5136,2175,7311
Uttar Pradesh,Allahabad,211014,20,17,37
Uttar Pradesh,Allahabad,211016,3450,3316,6766
Uttar Pradesh,Allahabad,211018,1,0,1
Uttar Pradesh,Allahabad,211019,4233,2457,6690
Uttar Pradesh,Allahabad,212104,6728,1814,8542
Uttar Pradesh,Allahabad,212106,7859,3231,11090
Uttar Pradesh,Allahabad,212107,7912,2905,10817
Uttar Pradesh,Allahabad,212108,2512,1067,3579
Uttar Pradesh,Allahabad,212109,3552,1935,5487
Uttar Pradesh,Allahabad,212201,1,2,3
Uttar Pradesh,Allahabad,212202,317,189,506
Uttar Pradesh,Allahabad,212203,1,1,2
Uttar Pradesh,Allahabad,212204,11,2,13
Uttar Pradesh,Allahabad,212208,1412,758,2170
Uttar Pradesh,Allahabad,212212,7,1,8
Uttar Pradesh,Allahabad,212213,28,9,37
Uttar Pradesh,Allahabad,212214,0,1,1
Uttar Pradesh,Allahabad,212216,5,0,5
Uttar Pradesh,Allahabad,212217,2,3,5
Uttar Pradesh,Allahabad,212301,9150,3447,12597
Uttar Pradesh,Allahabad,212302,3945,925,4870
Uttar Pradesh,Allahabad,212303,6056,1710,7766
Uttar Pradesh,Allahabad,212305,4879,1252,6131
Uttar Pradesh,Allahabad,212306,10314,2932,13246
Uttar Pradesh,Allahabad,212307,2929,975,3904
Uttar Pradesh,Allahabad,212401,1906,888,2794
Uttar Pradesh,Allahabad,212402,10429,4268,14697
Uttar Pradesh,Allahabad,212404,692,345,1037
Uttar Pradesh,Allahabad,212405,1989,770,2759
Uttar Pradesh,Allahabad,212502,3907,1847,5754
Uttar Pradesh,Allahabad,212503,2891,1260,4151
Uttar Pradesh,Allahabad,212507,6915,3216,10131
Uttar Pradesh,Allahabad,221502,4911,1630,6541
Uttar Pradesh,Allahabad,221503,10601,3091,13692
Uttar Pradesh,Allahabad,221505,6561,2531,9092
Uttar Pradesh,Allahabad,221507,3674,1804,5478
Uttar Pradesh,Allahabad,221508,6571,2107,8678
Uttar Pradesh,Allahabad,228411,2348,991,3339
Uttar Pradesh,Allahabad,229412,5312,1641,6953
Uttar Pradesh,Allahabad,229413,1588,930,2518
Uttar Pradesh,Ambedkar Nagar,224001,1,0,1
Uttar Pradesh,Ambedkar Nagar,224121,0,2,2
Uttar Pradesh,Ambedkar Nagar,224122,4413,2932,7345
Uttar Pradesh,Ambedkar Nagar,224125,1030,750,1780
Uttar Pradesh,Ambedkar Nagar,224126,5,1,6
Uttar Pradesh,Ambedkar Nagar,224129,2645,1678,4323
Uttar Pradesh,Ambedkar Nagar,224132,975,518,1493
Uttar Pradesh,Ambedkar Nagar,224135,0,1,1
Uttar Pradesh,Ambedkar Nagar,224137,867,636,1503
Uttar Pradesh,Ambedkar Nagar,224139,1880,1295,3175
Uttar Pradesh,Ambedkar Nagar,224141,988,488,1476
Uttar Pradesh,Ambedkar Nagar,224143,2617,1684,4301
Uttar Pradesh,Ambedkar Nagar,224145,1692,1420,3112
Uttar Pradesh,Ambedkar Nagar,224146,1237,813,2050
Uttar Pradesh,Ambedkar Nagar,224147,2909,1894,4803
Uttar Pradesh,Ambedkar Nagar,224149,4445,3048,7493
Uttar Pradesh,Ambedkar Nagar,224151,1398,862,2260
Uttar Pradesh,Ambedkar Nagar,224152,1635,774,2409
Uttar Pradesh,Ambedkar Nagar,224153,2,0,2
Uttar Pradesh,Ambedkar Nagar,224155,1601,1053,2654
Uttar Pradesh,Ambedkar Nagar,224157,690,354,1044
Uttar Pradesh,Ambedkar Nagar,224159,1851,1316,3167
Uttar Pradesh,Ambedkar Nagar,224161,1,0,1
Uttar Pradesh,Ambedkar Nagar,224168,2007,1021,3028
Uttar Pradesh,Ambedkar Nagar,224171,0,1,1
Uttar Pradesh,Ambedkar Nagar,224172,1,1,2
Uttar Pradesh,Ambedkar Nagar,224176,1403,941,2344
Uttar Pradesh,Ambedkar Nagar,224181,2204,1649,3853
Uttar Pradesh,Ambedkar Nagar,224183,553,406,959
Uttar Pradesh,Ambedkar Nagar,224186,2395,1297,3692
